okay it better now but why it change from LIMIT_ACTIVE to PASS_THROUGH and imedely change to OVERSHOOT and go again to LIMIT_ACTIVE and analiytic the logs
[2026-01-15 13:35:01.122] Speed=56.0 km/h, RPM=2287, APS_in=(0.928V,1.788V), APS_out=(0.350V,1.060V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.222] Speed=56.0 km/h, RPM=2287, APS_in=(0.925V,1.783V), APS_out=(0.350V,1.010V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.338] Speed=56.0 km/h, RPM=2287, APS_in=(0.922V,1.779V), APS_out=(0.350V,0.960V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.455] Speed=56.0 km/h, RPM=1900, APS_in=(0.925V,1.791V), APS_out=(0.350V,0.910V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.555] Speed=56.0 km/h, RPM=1750, APS_in=(0.930V,1.795V), APS_out=(0.350V,0.860V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.672] Speed=56.0 km/h, RPM=1662, APS_in=(0.942V,1.808V), APS_out=(0.350V,0.810V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.672] Speed=56.0 km/h, RPM=1662, APS_in=(0.936V,1.802V), APS_out=(0.350V,0.760V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.772] Speed=56.0 km/h, RPM=1662, APS_in=(0.932V,1.799V), APS_out=(0.350V,0.710V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.889] Speed=56.0 km/h, RPM=1525, APS_in=(0.933V,1.801V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:01.989] Speed=56.0 km/h, RPM=1525, APS_in=(0.942V,1.814V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.099] Speed=56.0 km/h, RPM=1462, APS_in=(0.942V,1.814V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.221] Speed=56.0 km/h, RPM=1462, APS_in=(0.942V,1.814V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.319] Speed=56.0 km/h, RPM=1462, APS_in=(0.938V,1.810V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.429] Speed=56.0 km/h, RPM=1387, APS_in=(0.942V,1.814V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.539] Speed=56.0 km/h, RPM=1375, APS_in=(0.944V,1.817V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.647] Speed=56.0 km/h, RPM=1362, APS_in=(0.947V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.758] Speed=56.0 km/h, RPM=1362, APS_in=(0.952V,1.833V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.869] Speed=56.0 km/h, RPM=1362, APS_in=(0.957V,1.835V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.869] Speed=56.0 km/h, RPM=1362, APS_in=(0.952V,1.833V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:02.978] Speed=56.0 km/h, RPM=1212, APS_in=(0.963V,1.848V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.090] Speed=56.0 km/h, RPM=1212, APS_in=(0.958V,1.848V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.200] Speed=56.0 km/h, RPM=1212, APS_in=(0.948V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.306] Speed=56.0 km/h, RPM=1212, APS_in=(0.944V,1.835V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.418] Speed=56.0 km/h, RPM=1212, APS_in=(0.944V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.522] Speed=56.0 km/h, RPM=1162, APS_in=(0.945V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.639] Speed=56.0 km/h, RPM=1162, APS_in=(0.964V,1.862V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.738] Speed=56.0 km/h, RPM=1162, APS_in=(0.970V,1.868V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.856] Speed=56.0 km/h, RPM=1162, APS_in=(0.998V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.970] Speed=56.0 km/h, RPM=1187, APS_in=(1.002V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:03.970] Speed=56.0 km/h, RPM=1187, APS_in=(1.011V,1.914V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.073] Speed=56.0 km/h, RPM=1200, APS_in=(1.001V,1.896V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.188] Speed=56.0 km/h, RPM=1200, APS_in=(1.001V,1.899V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.288] Speed=56.0 km/h, RPM=1200, APS_in=(1.002V,1.899V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.407] Speed=56.0 km/h, RPM=1200, APS_in=(0.992V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.507] Speed=56.0 km/h, RPM=1250, APS_in=(0.983V,1.890V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.622] Speed=56.0 km/h, RPM=1237, APS_in=(0.976V,1.876V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.724] Speed=56.0 km/h, RPM=1237, APS_in=(0.977V,1.883V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.832] Speed=56.0 km/h, RPM=1237, APS_in=(0.970V,1.873V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:04.956] Speed=56.0 km/h, RPM=1237, APS_in=(0.967V,1.876V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:05.051] Speed=56.0 km/h, RPM=1237, APS_in=(0.977V,1.883V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:05.172] Speed=54.0 km/h, RPM=1237, APS_in=(0.982V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=-12.50 km/h/s
[2026-01-15 13:35:05.172] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:35:05.172] Speed=54.0 km/h, RPM=1237, APS_in=(0.977V,1.889V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.273] Speed=54.0 km/h, RPM=1225, APS_in=(0.983V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.389] Speed=54.0 km/h, RPM=1225, APS_in=(0.983V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.488] Speed=54.0 km/h, RPM=1237, APS_in=(0.982V,1.892V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.606] Speed=54.0 km/h, RPM=1237, APS_in=(0.976V,1.887V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.710] Speed=54.0 km/h, RPM=1237, APS_in=(0.982V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.823] Speed=54.0 km/h, RPM=1237, APS_in=(0.985V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:05.940] Speed=54.0 km/h, RPM=1237, APS_in=(0.998V,1.905V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.041] Speed=54.0 km/h, RPM=1237, APS_in=(0.998V,1.906V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.156] Speed=54.0 km/h, RPM=1225, APS_in=(0.999V,1.908V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.256] Speed=54.0 km/h, RPM=1225, APS_in=(1.001V,1.906V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.373] Speed=54.0 km/h, RPM=1225, APS_in=(0.999V,1.911V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.373] Speed=54.0 km/h, RPM=1225, APS_in=(0.998V,1.911V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.483] Speed=54.0 km/h, RPM=1237, APS_in=(0.993V,1.903V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.589] Speed=54.0 km/h, RPM=1237, APS_in=(1.001V,1.909V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.705] Speed=54.0 km/h, RPM=1237, APS_in=(0.998V,1.909V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.805] Speed=54.0 km/h, RPM=1237, APS_in=(0.998V,1.908V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:06.923] Speed=54.0 km/h, RPM=1237, APS_in=(0.998V,1.911V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.023] Speed=54.0 km/h, RPM=1237, APS_in=(1.002V,1.912V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.138] Speed=54.0 km/h, RPM=1237, APS_in=(0.996V,1.909V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.240] Speed=54.0 km/h, RPM=1237, APS_in=(0.996V,1.906V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.358] Speed=54.0 km/h, RPM=1250, APS_in=(0.999V,1.912V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.468] Speed=54.0 km/h, RPM=1250, APS_in=(0.992V,1.899V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.468] Speed=52.0 km/h, RPM=1237, APS_in=(0.991V,1.902V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.573] Speed=54.0 km/h, RPM=1237, APS_in=(0.985V,1.896V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.685] Speed=52.0 km/h, RPM=1237, APS_in=(0.976V,1.890V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.791] Speed=54.0 km/h, RPM=1237, APS_in=(0.977V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:07.906] Speed=54.0 km/h, RPM=1237, APS_in=(0.982V,1.890V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.007] Speed=54.0 km/h, RPM=1250, APS_in=(0.982V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.122] Speed=52.0 km/h, RPM=1250, APS_in=(1.007V,1.912V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.223] Speed=52.0 km/h, RPM=1250, APS_in=(1.014V,1.919V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.338] Speed=52.0 km/h, RPM=1250, APS_in=(1.014V,1.919V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.456] Speed=52.0 km/h, RPM=1225, APS_in=(1.014V,1.924V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.550] Speed=52.0 km/h, RPM=1237, APS_in=(1.011V,1.919V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.671] Speed=52.0 km/h, RPM=1237, APS_in=(1.011V,1.918V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.671] Speed=52.0 km/h, RPM=1237, APS_in=(1.011V,1.924V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.769] Speed=52.0 km/h, RPM=1237, APS_in=(1.008V,1.918V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.879] Speed=52.0 km/h, RPM=1237, APS_in=(0.986V,1.899V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:08.989] Speed=52.0 km/h, RPM=1237, APS_in=(0.982V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.105] Speed=52.0 km/h, RPM=1237, APS_in=(0.979V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.207] Speed=52.0 km/h, RPM=1237, APS_in=(0.977V,1.889V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.322] Speed=52.0 km/h, RPM=1237, APS_in=(0.982V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.433] Speed=52.0 km/h, RPM=1237, APS_in=(0.983V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.539] Speed=52.0 km/h, RPM=1250, APS_in=(0.983V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.653] Speed=52.0 km/h, RPM=1237, APS_in=(0.982V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.755] Speed=52.0 km/h, RPM=1237, APS_in=(0.979V,1.892V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.871] Speed=52.0 km/h, RPM=1237, APS_in=(0.980V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.871] Speed=52.0 km/h, RPM=1237, APS_in=(0.980V,1.893V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:09.972] Speed=52.0 km/h, RPM=1237, APS_in=(0.985V,1.896V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.089] Speed=52.0 km/h, RPM=1250, APS_in=(0.983V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.193] Speed=52.0 km/h, RPM=1250, APS_in=(0.986V,1.895V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.306] Speed=52.0 km/h, RPM=1250, APS_in=(1.001V,1.911V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.421] Speed=52.0 km/h, RPM=1237, APS_in=(0.999V,1.911V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.518] Speed=52.0 km/h, RPM=1237, APS_in=(0.998V,1.908V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:35:10.518] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:35:10.518] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:35:10.639] Speed=52.0 km/h, RPM=1237, APS_in=(1.008V,1.917V), APS_out=(0.977V,1.885V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=22.73 km/h/s
[2026-01-15 13:35:10.738] Speed=52.0 km/h, RPM=1237, APS_in=(1.002V,1.912V), APS_out=(0.863V,1.771V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:10.849] Speed=52.0 km/h, RPM=1237, APS_in=(1.002V,1.912V), APS_out=(0.701V,1.609V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:10.972] Speed=52.0 km/h, RPM=1237, APS_in=(1.002V,1.912V), APS_out=(0.639V,1.547V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=23.81 km/h/s
[2026-01-15 13:35:10.972] Speed=52.0 km/h, RPM=1350, APS_in=(1.002V,1.912V), APS_out=(0.639V,1.547V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.086] Speed=52.0 km/h, RPM=1387, APS_in=(1.002V,1.912V), APS_out=(0.567V,1.475V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.195] Speed=50.0 km/h, RPM=1387, APS_in=(1.005V,1.914V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.305] Speed=50.0 km/h, RPM=1387, APS_in=(1.007V,1.918V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=-12.50 km/h/s
[2026-01-15 13:35:11.415] Speed=50.0 km/h, RPM=1387, APS_in=(1.004V,1.914V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.521] Speed=50.0 km/h, RPM=1387, APS_in=(1.014V,1.918V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.628] Speed=50.0 km/h, RPM=1387, APS_in=(1.005V,1.917V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.741] Speed=50.0 km/h, RPM=1387, APS_in=(1.005V,1.918V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.856] Speed=50.0 km/h, RPM=1387, APS_in=(1.011V,1.921V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:11.964] Speed=50.0 km/h, RPM=1537, APS_in=(1.001V,1.911V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.075] Speed=50.0 km/h, RPM=1537, APS_in=(0.992V,1.899V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.075] Speed=50.0 km/h, RPM=1537, APS_in=(0.986V,1.896V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.184] Speed=50.0 km/h, RPM=1662, APS_in=(0.999V,1.909V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.290] Speed=50.0 km/h, RPM=1662, APS_in=(1.002V,1.905V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.401] Speed=50.0 km/h, RPM=1662, APS_in=(1.014V,1.917V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.505] Speed=50.0 km/h, RPM=1662, APS_in=(1.020V,1.921V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.620] Speed=50.0 km/h, RPM=1887, APS_in=(1.020V,1.924V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.723] Speed=50.0 km/h, RPM=1887, APS_in=(1.040V,1.933V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.839] Speed=50.0 km/h, RPM=1887, APS_in=(1.024V,1.927V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:12.950] Speed=50.0 km/h, RPM=1887, APS_in=(1.017V,1.912V), APS_out=(0.469V,1.377V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.056] Speed=52.0 km/h, RPM=2062, APS_in=(1.020V,1.912V), APS_out=(0.439V,1.347V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=25.00 km/h/s
[2026-01-15 13:35:13.172] Speed=50.0 km/h, RPM=2137, APS_in=(1.018V,1.915V), APS_out=(0.439V,1.347V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.172] Speed=52.0 km/h, RPM=2162, APS_in=(1.005V,1.905V), APS_out=(0.439V,1.347V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.273] Speed=52.0 km/h, RPM=2162, APS_in=(0.970V,1.862V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.389] Speed=52.0 km/h, RPM=2162, APS_in=(0.971V,1.870V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.489] Speed=52.0 km/h, RPM=2162, APS_in=(0.983V,1.876V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.607] Speed=52.0 km/h, RPM=2187, APS_in=(0.964V,1.859V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.708] Speed=52.0 km/h, RPM=2187, APS_in=(0.970V,1.868V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.817] Speed=52.0 km/h, RPM=2187, APS_in=(0.977V,1.876V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:13.939] Speed=52.0 km/h, RPM=2187, APS_in=(0.983V,1.880V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:14.041] Speed=52.0 km/h, RPM=2150, APS_in=(0.970V,1.868V), APS_out=(0.350V,1.217V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:14.156] Speed=52.0 km/h, RPM=2150, APS_in=(0.977V,1.870V), APS_out=(0.350V,1.209V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:35:14.156] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
